Sale_ID,Customer_ID,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Sale_Date
SALE000796,CUST00796,P004,T-shirt,Apparel,3,428.65,0.07,1/28/2025
SALE000797,CUST00797,P005,Blender,Home Appliance,3,327.96,0.29,7/26/2023
SALE000798,CUST00798,P004,T-shirt,Apparel,1,339.99,0.22,9/14/2023
SALE000799,CUST00799,P003,Notebook,Stationery,3,62.75,0.1,10/12/2023
SALE000800,CUST00800,P005,Blender,Home Appliance,1,422.84,0.03,3/7/2024
SALE000801,CUST00801,P003,Notebook,Stationery,2,404.72,0.16,1/16/2024
SALE000802,CUST00802,P005,Blender,Home Appliance,4,166.57,0.06,11/7/2023
SALE000803,CUST00803,P004,T-shirt,Apparel,3,368.9,0.16,7/15/2023
SALE000804,CUST00804,P003,Notebook,Stationery,3,146.68,0.25,6/25/2023
SALE000805,CUST00805,P004,T-shirt,Apparel,3,68.15,0.18,1/26/2024
SALE000806,CUST00806,P001,Smartphone,Electronics,2,140.51,0.19,5/18/2023
SALE000807,CUST00807,P001,Smartphone,Electronics,1,130.38,0.16,11/28/2023
SALE000808,CUST00808,P002,Shoes,Footwear,2,201.99,0.28,10/17/2024
SALE000809,CUST00809,P002,Shoes,Footwear,4,238.3,0.28,11/28/2024
SALE000810,CUST00810,P004,T-shirt,Apparel,2,278.84,0.15,10/30/2023
SALE000811,CUST00811,P003,Notebook,Stationery,4,264.54,0.09,12/10/2023
SALE000812,CUST00812,P002,Shoes,Footwear,3,171.8,0.14,1/14/2025
SALE000813,CUST00813,P002,Shoes,Footwear,4,63.13,0.06,2/8/2025
SALE000814,CUST00814,P005,Blender,Home Appliance,4,322.3,0.19,4/26/2024
SALE000815,CUST00815,P004,T-shirt,Apparel,1,228.09,0.15,5/16/2024
SALE000816,CUST00816,P003,Notebook,Stationery,4,184.4,0.03,11/14/2023
SALE000817,CUST00817,P005,Blender,Home Appliance,4,440.12,0.06,12/10/2024
SALE000818,CUST00818,P003,Notebook,Stationery,2,386.03,0.14,3/26/2025
SALE000819,CUST00819,P002,Shoes,Footwear,3,435.99,0.27,1/2/2025
SALE000820,CUST00820,P001,Smartphone,Electronics,2,272.74,0.17,6/21/2023
SALE000821,CUST00821,P001,Smartphone,Electronics,2,108.92,0.2,6/7/2024
SALE000822,CUST00822,P005,Blender,Home Appliance,3,363.3,0.1,8/7/2023
SALE000823,CUST00823,P002,Shoes,Footwear,3,142.73,0.17,12/10/2024
SALE000824,CUST00824,P002,Shoes,Footwear,4,248.55,0.13,3/16/2024
SALE000825,CUST00825,P002,Shoes,Footwear,4,79.25,0.2,8/10/2023
SALE000826,CUST00826,P003,Notebook,Stationery,1,421.39,0.02,2/6/2024
SALE000827,CUST00827,P001,Smartphone,Electronics,2,106.67,0.15,8/2/2024
SALE000828,CUST00828,P003,Notebook,Stationery,3,456.39,0.09,3/27/2024
SALE000829,CUST00829,P003,Notebook,Stationery,4,438.9,0.1,10/19/2023
SALE000830,CUST00830,P003,Notebook,Stationery,3,259.06,0.29,7/29/2024
SALE000831,CUST00831,P004,T-shirt,Apparel,4,384.97,0.05,9/27/2024
SALE000832,CUST00832,P005,Blender,Home Appliance,1,328.75,0.09,7/7/2023
SALE000833,CUST00833,P003,Notebook,Stationery,1,411.38,0.15,2/29/2024
SALE000834,CUST00834,P002,Shoes,Footwear,3,244.31,0.26,7/11/2023
SALE000835,CUST00835,P004,T-shirt,Apparel,1,403.61,0.13,7/27/2024
SALE000836,CUST00836,P002,Shoes,Footwear,3,258.11,0.22,11/1/2024
SALE000837,CUST00837,P002,Shoes,Footwear,4,473.43,0.26,1/2/2025
SALE000838,CUST00838,P004,T-shirt,Apparel,2,268.87,0.09,10/16/2024
SALE000839,CUST00839,P004,T-shirt,Apparel,1,258.18,0.12,6/10/2023
SALE000840,CUST00840,P004,T-shirt,Apparel,4,403.28,0.11,2/14/2024
SALE000841,CUST00841,P001,Smartphone,Electronics,2,419.71,0.25,12/25/2024
SALE000842,CUST00842,P003,Notebook,Stationery,2,299.52,0.01,6/3/2024
SALE000843,CUST00843,P001,Smartphone,Electronics,2,130.91,0.09,4/15/2025
SALE000844,CUST00844,P003,Notebook,Stationery,4,260.49,0.2,6/17/2023
SALE000845,CUST00845,P002,Shoes,Footwear,4,485.63,0.17,12/4/2023
SALE000846,CUST00846,P004,T-shirt,Apparel,3,388.84,0.13,12/8/2023
SALE000847,CUST00847,P003,Notebook,Stationery,2,415.02,0.16,2/14/2024
SALE000848,CUST00848,P002,Shoes,Footwear,2,64.77,0.06,7/29/2023
SALE000849,CUST00849,P001,Smartphone,Electronics,2,260.54,0.13,2/21/2025
SALE000850,CUST00850,P002,Shoes,Footwear,3,340.98,0.15,1/31/2024
SALE000851,CUST00851,P005,Blender,Home Appliance,2,423.51,0.27,12/7/2023
SALE000852,CUST00852,P004,T-shirt,Apparel,4,72.17,0.08,10/15/2024
SALE000853,CUST00853,P001,Smartphone,Electronics,2,433.6,0.26,6/10/2024
SALE000854,CUST00854,P005,Blender,Home Appliance,1,296.78,0.19,2/4/2024
SALE000855,CUST00855,P001,Smartphone,Electronics,4,138.79,0.01,3/12/2024
SALE000856,CUST00856,P002,Shoes,Footwear,3,192.76,0.22,6/5/2024
SALE000857,CUST00857,P004,T-shirt,Apparel,2,176.87,0.01,2/14/2025
SALE000858,CUST00858,P002,Shoes,Footwear,1,288.89,0.3,3/17/2024
SALE000859,CUST00859,P002,Shoes,Footwear,3,73.26,0.26,6/6/2023
SALE000860,CUST00860,P005,Blender,Home Appliance,3,121.34,0.09,1/28/2025
SALE000861,CUST00861,P005,Blender,Home Appliance,4,415.71,0.08,3/26/2024
SALE000862,CUST00862,P002,Shoes,Footwear,3,109.67,0.11,2/29/2024
SALE000863,CUST00863,P001,Smartphone,Electronics,3,155.03,0.11,4/19/2023
SALE000864,CUST00864,P001,Smartphone,Electronics,3,254.02,0.11,1/24/2025
SALE000865,CUST00865,P005,Blender,Home Appliance,3,282.7,0.1,2/17/2025
SALE000866,CUST00866,P002,Shoes,Footwear,2,393.62,0.19,3/26/2024
SALE000867,CUST00867,P003,Notebook,Stationery,2,251.3,0.05,8/2/2024
SALE000868,CUST00868,P002,Shoes,Footwear,2,405.44,0.25,4/15/2025
SALE000869,CUST00869,P003,Notebook,Stationery,2,328.26,0.24,12/11/2023
SALE000870,CUST00870,P002,Shoes,Footwear,1,100.89,0.14,11/1/2023
SALE000871,CUST00871,P005,Blender,Home Appliance,2,120.35,0.26,9/15/2024
SALE000872,CUST00872,P002,Shoes,Footwear,3,246.67,0.07,10/7/2023
SALE000873,CUST00873,P002,Shoes,Footwear,2,228.6,0.01,3/1/2025
SALE000874,CUST00874,P005,Blender,Home Appliance,2,384.59,0.19,1/5/2025
SALE000875,CUST00875,P003,Notebook,Stationery,4,311.33,0.14,3/7/2025
SALE000876,CUST00876,P001,Smartphone,Electronics,3,224.66,0.17,6/22/2023
SALE000877,CUST00877,P001,Smartphone,Electronics,2,126.84,0.27,2/28/2025
SALE000878,CUST00878,P003,Notebook,Stationery,2,152.08,0.29,8/1/2023
SALE000879,CUST00879,P005,Blender,Home Appliance,2,308.98,0.19,2/27/2025
SALE000880,CUST00880,P004,T-shirt,Apparel,1,240.55,0.23,2/2/2025
SALE000881,CUST00881,P002,Shoes,Footwear,2,281.72,0.03,12/8/2024
SALE000882,CUST00882,P005,Blender,Home Appliance,4,126.8,0.05,10/21/2023
SALE000883,CUST00883,P003,Notebook,Stationery,3,348.31,0.22,9/9/2023
SALE000884,CUST00884,P001,Smartphone,Electronics,3,433.64,0.13,10/12/2023
SALE000885,CUST00885,P004,T-shirt,Apparel,2,166.07,0.13,4/5/2024
SALE000886,CUST00886,P004,T-shirt,Apparel,2,271.18,0.09,1/1/2025
SALE000887,CUST00887,P005,Blender,Home Appliance,2,488.99,0.18,1/30/2025
SALE000888,CUST00888,P003,Notebook,Stationery,3,199.96,0.06,2/7/2025
SALE000889,CUST00889,P002,Shoes,Footwear,3,317.77,0.19,7/13/2023
SALE000890,CUST00890,P005,Blender,Home Appliance,1,90.59,0.05,1/23/2024
SALE000891,CUST00891,P001,Smartphone,Electronics,4,322.71,0.02,7/19/2024
SALE000892,CUST00892,P005,Blender,Home Appliance,1,90.33,0.1,11/17/2023
SALE000893,CUST00893,P004,T-shirt,Apparel,4,481.66,0.07,2/24/2025
SALE000894,CUST00894,P005,Blender,Home Appliance,1,372.05,0.27,4/29/2023
SALE000895,CUST00895,P002,Shoes,Footwear,3,404.67,0.02,7/7/2023
SALE000896,CUST00896,P003,Notebook,Stationery,1,366.85,0.05,12/2/2023
SALE000897,CUST00897,P004,T-shirt,Apparel,4,315.38,0.16,7/26/2023
SALE000898,CUST00898,P004,T-shirt,Apparel,2,252.46,0.14,8/19/2023
SALE000899,CUST00899,P004,T-shirt,Apparel,4,436.27,0.01,6/9/2023
SALE000900,CUST00900,P005,Blender,Home Appliance,2,480.58,0,3/16/2024
SALE000901,CUST00901,P001,Smartphone,Electronics,3,274.57,0.3,3/5/2025
SALE000902,CUST00902,P001,Smartphone,Electronics,4,469.19,0.2,7/27/2024
SALE000903,CUST00903,P004,T-shirt,Apparel,1,312.5,0.11,3/12/2024
SALE000904,CUST00904,P005,Blender,Home Appliance,4,292.27,0.14,8/17/2024
SALE000905,CUST00905,P002,Shoes,Footwear,2,254.52,0.08,10/25/2024
SALE000906,CUST00906,P003,Notebook,Stationery,3,144.18,0.1,7/26/2024
SALE000907,CUST00907,P003,Notebook,Stationery,1,51.67,0.19,5/6/2023
SALE000908,CUST00908,P004,T-shirt,Apparel,4,158.68,0.26,7/31/2023
SALE000909,CUST00909,P004,T-shirt,Apparel,2,279.38,0.06,8/1/2023
SALE000910,CUST00910,P004,T-shirt,Apparel,1,220.98,0.25,5/3/2024
SALE000911,CUST00911,P004,T-shirt,Apparel,3,251.82,0.04,1/15/2024
SALE000912,CUST00912,P005,Blender,Home Appliance,1,491.29,0.06,5/20/2024
SALE000913,CUST00913,P003,Notebook,Stationery,3,207.62,0.01,7/29/2023
SALE000914,CUST00914,P005,Blender,Home Appliance,1,253.48,0.04,9/30/2024
SALE000915,CUST00915,P002,Shoes,Footwear,4,110.08,0.28,11/26/2024
SALE000916,CUST00916,P004,T-shirt,Apparel,2,71.58,0.14,3/21/2025
SALE000917,CUST00917,P001,Smartphone,Electronics,4,398.93,0.02,1/17/2024
SALE000918,CUST00918,P005,Blender,Home Appliance,4,306.81,0.29,1/9/2024
SALE000919,CUST00919,P003,Notebook,Stationery,3,392.32,0.26,10/28/2023
SALE000920,CUST00920,P002,Shoes,Footwear,3,117.44,0.23,1/3/2024
SALE000921,CUST00921,P005,Blender,Home Appliance,3,307.32,0.28,8/23/2023
SALE000922,CUST00922,P004,T-shirt,Apparel,4,164.14,0.07,4/29/2023
SALE000923,CUST00923,P005,Blender,Home Appliance,1,152.63,0.25,5/13/2023
SALE000924,CUST00924,P002,Shoes,Footwear,1,55.19,0.21,9/20/2024
SALE000925,CUST00925,P003,Notebook,Stationery,4,108.65,0.26,2/23/2025
SALE000926,CUST00926,P001,Smartphone,Electronics,4,189.17,0.24,10/12/2024
SALE000927,CUST00927,P005,Blender,Home Appliance,2,102.6,0.1,9/15/2024
SALE000928,CUST00928,P003,Notebook,Stationery,3,493.64,0.23,10/31/2024
SALE000929,CUST00929,P003,Notebook,Stationery,3,188.88,0.08,3/11/2025
SALE000930,CUST00930,P005,Blender,Home Appliance,4,108.65,0.1,10/2/2023
SALE000931,CUST00931,P002,Shoes,Footwear,4,139.59,0.03,8/22/2023
SALE000932,CUST00932,P003,Notebook,Stationery,1,314.47,0.28,4/2/2024
SALE000933,CUST00933,P004,T-shirt,Apparel,4,78.82,0.09,9/30/2023
SALE000934,CUST00934,P002,Shoes,Footwear,1,438.1,0.16,3/2/2024
SALE000935,CUST00935,P005,Blender,Home Appliance,4,482.67,0.12,5/16/2023
SALE000936,CUST00936,P004,T-shirt,Apparel,2,161.04,0.29,6/23/2024
SALE000937,CUST00937,P002,Shoes,Footwear,2,252.54,0.1,12/8/2023
SALE000938,CUST00938,P004,T-shirt,Apparel,1,59.96,0.23,5/11/2024
SALE000939,CUST00939,P004,T-shirt,Apparel,3,338.32,0.26,1/31/2024
SALE000940,CUST00940,P005,Blender,Home Appliance,2,236.27,0.13,11/5/2024
SALE000941,CUST00941,P002,Shoes,Footwear,1,171.53,0.11,5/12/2023
SALE000942,CUST00942,P002,Shoes,Footwear,4,143.08,0.22,1/25/2025
SALE000943,CUST00943,P002,Shoes,Footwear,4,344.31,0.27,2/12/2025
SALE000944,CUST00944,P003,Notebook,Stationery,1,237.3,0.23,9/17/2023
SALE000945,CUST00945,P004,T-shirt,Apparel,3,130.85,0.07,7/11/2023
SALE000946,CUST00946,P002,Shoes,Footwear,1,360.1,0.27,10/3/2023
SALE000947,CUST00947,P004,T-shirt,Apparel,1,304.28,0.12,12/12/2024
SALE000948,CUST00948,P002,Shoes,Footwear,2,436.4,0.17,5/5/2024
SALE000949,CUST00949,P003,Notebook,Stationery,1,102.86,0.25,9/22/2023
SALE000950,CUST00950,P004,T-shirt,Apparel,1,403.55,0.06,3/7/2025
SALE000951,CUST00951,P005,Blender,Home Appliance,4,353.08,0.24,10/11/2024
SALE000952,CUST00952,P005,Blender,Home Appliance,2,101.75,0.18,12/21/2024
SALE000953,CUST00953,P002,Shoes,Footwear,4,362.67,0.27,6/10/2024
SALE000954,CUST00954,P004,T-shirt,Apparel,4,248.7,0.05,5/18/2023
SALE000955,CUST00955,P001,Smartphone,Electronics,3,475.24,0.13,10/18/2024
SALE000956,CUST00956,P003,Notebook,Stationery,3,113.73,0.25,1/4/2025
SALE000957,CUST00957,P004,T-shirt,Apparel,2,339.28,0.01,9/17/2023
SALE000958,CUST00958,P002,Shoes,Footwear,2,221.89,0.03,11/13/2023
SALE000959,CUST00959,P002,Shoes,Footwear,3,480.57,0.3,11/8/2024
SALE000960,CUST00960,P002,Shoes,Footwear,3,198.49,0.08,1/26/2024
SALE000961,CUST00961,P003,Notebook,Stationery,3,482.98,0.29,7/3/2024
SALE000962,CUST00962,P003,Notebook,Stationery,3,455.67,0.05,7/29/2023
SALE000963,CUST00963,P004,T-shirt,Apparel,3,171.67,0.11,11/20/2023
SALE000964,CUST00964,P004,T-shirt,Apparel,4,411.59,0.23,5/20/2024
SALE000965,CUST00965,P004,T-shirt,Apparel,2,498.02,0.2,3/9/2025
SALE000966,CUST00966,P001,Smartphone,Electronics,4,163.7,0.17,11/24/2023
SALE000967,CUST00967,P001,Smartphone,Electronics,4,246.55,0.16,6/20/2024
SALE000968,CUST00968,P003,Notebook,Stationery,1,284.08,0.25,6/25/2024
SALE000969,CUST00969,P001,Smartphone,Electronics,4,182.72,0.07,2/24/2025
SALE000970,CUST00970,P003,Notebook,Stationery,3,56.87,0.13,8/20/2024
SALE000971,CUST00971,P005,Blender,Home Appliance,3,149.06,0.05,5/17/2024
SALE000972,CUST00972,P004,T-shirt,Apparel,1,176.87,0.18,9/1/2023
SALE000973,CUST00973,P001,Smartphone,Electronics,1,249.62,0.08,7/19/2023
SALE000974,CUST00974,P005,Blender,Home Appliance,1,127,0.1,12/26/2024
SALE000975,CUST00975,P001,Smartphone,Electronics,1,442.96,0.14,8/14/2023
SALE000976,CUST00976,P004,T-shirt,Apparel,1,367.21,0.01,5/18/2023
SALE000977,CUST00977,P005,Blender,Home Appliance,4,88.34,0.03,5/1/2023
SALE000978,CUST00978,P004,T-shirt,Apparel,1,342.54,0.21,10/24/2023
SALE000979,CUST00979,P002,Shoes,Footwear,4,344.15,0.13,7/13/2023
SALE000980,CUST00980,P005,Blender,Home Appliance,2,480.3,0.26,2/19/2025
SALE000981,CUST00981,P005,Blender,Home Appliance,1,51.36,0.21,12/13/2023
SALE000982,CUST00982,P004,T-shirt,Apparel,1,161.57,0,10/31/2023
SALE000983,CUST00983,P005,Blender,Home Appliance,4,467.51,0.19,6/27/2024
SALE000984,CUST00984,P005,Blender,Home Appliance,2,469.46,0.03,3/12/2025
SALE000985,CUST00985,P004,T-shirt,Apparel,4,374.26,0.23,4/29/2023
SALE000986,CUST00986,P005,Blender,Home Appliance,4,394.59,0.3,10/10/2023
SALE000987,CUST00987,P002,Shoes,Footwear,1,91.17,0.16,12/2/2023
SALE000988,CUST00988,P003,Notebook,Stationery,3,281.24,0.2,12/29/2024
SALE000989,CUST00989,P003,Notebook,Stationery,3,154.21,0.07,6/7/2023
SALE000990,CUST00990,P005,Blender,Home Appliance,4,131.55,0.13,6/22/2023
SALE000991,CUST00991,P003,Notebook,Stationery,1,414.64,0.26,8/10/2024
SALE000992,CUST00992,P001,Smartphone,Electronics,2,110.77,0.05,3/20/2024
SALE000993,CUST00993,P002,Shoes,Footwear,3,260.89,0.08,11/3/2024
SALE000994,CUST00994,P005,Blender,Home Appliance,2,472.36,0.13,7/31/2023
SALE000995,CUST00995,P003,Notebook,Stationery,3,133.62,0.21,7/18/2023
SALE000996,CUST00996,P001,Smartphone,Electronics,1,490.1,0.11,11/24/2024
SALE000997,CUST00997,P005,Blender,Home Appliance,4,497.43,0.28,5/29/2023
SALE000998,CUST00998,P004,T-shirt,Apparel,2,300.03,0.03,8/12/2023
SALE000999,CUST00999,P005,Blender,Home Appliance,2,126.56,0.11,11/28/2024
SALE001000,CUST01000,P003,Notebook,Stationery,4,192.25,0.21,5/4/2024
SALE001001,CUST01001,P004,T-shirt,Apparel,2,241.02,0.07,5/22/2024
SALE001002,CUST01002,P001,Smartphone,Electronics,3,189.2,0.2,3/7/2025
SALE001003,CUST01003,P002,Shoes,Footwear,4,176.29,0.05,4/27/2024
SALE001004,CUST01004,P003,Notebook,Stationery,3,487.5,0.02,2/19/2024
SALE001005,CUST01005,P003,Notebook,Stationery,3,119.01,0.04,12/26/2023
SALE001006,CUST01006,P001,Smartphone,Electronics,1,380,0.28,10/14/2023
SALE001007,CUST01007,P005,Blender,Home Appliance,3,50.18,0.17,6/29/2024
SALE001008,CUST01008,P005,Blender,Home Appliance,1,318.28,0.24,7/11/2023
SALE001009,CUST01009,P002,Shoes,Footwear,2,462.17,0.1,3/18/2025
SALE001010,CUST01010,P002,Shoes,Footwear,2,179.57,0.18,11/11/2023
SALE001011,CUST01011,P001,Smartphone,Electronics,1,133.49,0.15,5/1/2023
SALE001012,CUST01012,P005,Blender,Home Appliance,3,343.26,0.28,12/17/2023
SALE001013,CUST01013,P002,Shoes,Footwear,4,370.67,0.22,11/14/2024
SALE001014,CUST01014,P005,Blender,Home Appliance,4,359.61,0.22,8/29/2023
SALE001015,CUST01015,P001,Smartphone,Electronics,1,193.69,0.01,11/16/2024
SALE001016,CUST01016,P001,Smartphone,Electronics,2,163.49,0.16,11/23/2024
SALE001017,CUST01017,P004,T-shirt,Apparel,2,480.16,0.14,4/3/2024
SALE001018,CUST01018,P005,Blender,Home Appliance,4,465.48,0.28,1/30/2025
SALE001019,CUST01019,P002,Shoes,Footwear,1,255.79,0.08,8/10/2023
SALE001020,CUST01020,P003,Notebook,Stationery,4,430.79,0.08,2/25/2025
SALE001021,CUST01021,P004,T-shirt,Apparel,3,253.55,0.12,3/13/2024
SALE001022,CUST01022,P004,T-shirt,Apparel,3,240.98,0.07,6/2/2024
SALE001023,CUST01023,P005,Blender,Home Appliance,1,120.54,0.04,10/16/2024
SALE001024,CUST01024,P001,Smartphone,Electronics,1,241.88,0.26,2/5/2024
SALE001025,CUST01025,P002,Shoes,Footwear,3,291.84,0.17,11/9/2023
SALE001026,CUST01026,P002,Shoes,Footwear,2,60.13,0.26,2/22/2024
SALE001027,CUST01027,P004,T-shirt,Apparel,1,249.85,0.25,1/27/2024
SALE001028,CUST01028,P004,T-shirt,Apparel,3,401.61,0.08,10/22/2023
SALE001029,CUST01029,P005,Blender,Home Appliance,3,356.02,0.16,12/17/2023
SALE001030,CUST01030,P002,Shoes,Footwear,2,335.82,0.02,9/10/2023
SALE001031,CUST01031,P005,Blender,Home Appliance,2,459.3,0.27,2/11/2024
SALE001032,CUST01032,P005,Blender,Home Appliance,2,58.11,0.12,5/4/2024
SALE001033,CUST01033,P001,Smartphone,Electronics,2,300.67,0.12,11/1/2023
SALE001034,CUST01034,P001,Smartphone,Electronics,4,404.31,0.09,7/18/2024
SALE001035,CUST01035,P002,Shoes,Footwear,2,293.6,0.14,9/22/2023
SALE001036,CUST01036,P002,Shoes,Footwear,4,195.75,0.08,3/13/2024
SALE001037,CUST01037,P001,Smartphone,Electronics,1,111.31,0.11,9/26/2023
SALE001038,CUST01038,P001,Smartphone,Electronics,3,449.4,0.24,5/3/2023
SALE001039,CUST01039,P004,T-shirt,Apparel,4,261.84,0.25,6/19/2024
SALE001040,CUST01040,P002,Shoes,Footwear,1,445.15,0.09,2/4/2024
SALE001041,CUST01041,P001,Smartphone,Electronics,1,313.63,0.14,9/9/2023
SALE001042,CUST01042,P005,Blender,Home Appliance,4,353.39,0.26,11/16/2024
SALE001043,CUST01043,P003,Notebook,Stationery,1,411.92,0.02,10/13/2023
SALE001044,CUST01044,P002,Shoes,Footwear,1,346.62,0.27,12/17/2023
SALE001045,CUST01045,P001,Smartphone,Electronics,4,229.12,0.07,2/3/2025
SALE001046,CUST01046,P001,Smartphone,Electronics,1,281.14,0.2,1/28/2024
SALE001047,CUST01047,P002,Shoes,Footwear,2,411.37,0.17,7/5/2024
SALE001048,CUST01048,P002,Shoes,Footwear,2,218.14,0.17,10/5/2023
SALE001049,CUST01049,P005,Blender,Home Appliance,3,224.65,0.26,8/18/2024
SALE001050,CUST01050,P001,Smartphone,Electronics,1,93.06,0.03,9/11/2024
SALE001051,CUST01051,P003,Notebook,Stationery,3,461.56,0.1,5/2/2023
SALE001052,CUST01052,P002,Shoes,Footwear,2,90.97,0.16,5/24/2023
SALE001053,CUST01053,P002,Shoes,Footwear,2,341.69,0.24,6/17/2024
SALE001054,CUST01054,P001,Smartphone,Electronics,2,235.94,0.06,1/29/2024
SALE001055,CUST01055,P002,Shoes,Footwear,1,232.53,0.24,10/30/2023
SALE001056,CUST01056,P002,Shoes,Footwear,1,355.8,0.12,3/14/2025
SALE001057,CUST01057,P004,T-shirt,Apparel,2,80.19,0.06,5/11/2024
SALE001058,CUST01058,P002,Shoes,Footwear,3,317.17,0.23,7/18/2024
SALE001059,CUST01059,P001,Smartphone,Electronics,3,397.41,0.03,4/11/2025
SALE001060,CUST01060,P003,Notebook,Stationery,4,422.7,0.15,10/9/2023
SALE001061,CUST01061,P001,Smartphone,Electronics,2,126.74,0.02,4/5/2024
SALE001062,CUST01062,P005,Blender,Home Appliance,3,453.84,0.11,10/26/2023
SALE001063,CUST01063,P005,Blender,Home Appliance,2,345.27,0.18,7/2/2023
SALE001064,CUST01064,P002,Shoes,Footwear,3,446.83,0.17,7/14/2023
SALE001065,CUST01065,P001,Smartphone,Electronics,4,268.38,0.12,2/18/2025
SALE001066,CUST01066,P002,Shoes,Footwear,4,293.92,0.13,7/24/2023
SALE001067,CUST01067,P004,T-shirt,Apparel,2,463.57,0.07,3/7/2024
SALE001068,CUST01068,P001,Smartphone,Electronics,3,454.96,0.14,3/11/2024
SALE001069,CUST01069,P002,Shoes,Footwear,1,251.67,0.29,3/29/2025
SALE001070,CUST01070,P002,Shoes,Footwear,4,173.49,0.26,10/19/2023
SALE001071,CUST01071,P001,Smartphone,Electronics,2,226.93,0.04,4/16/2025
SALE001072,CUST01072,P005,Blender,Home Appliance,2,224.49,0.01,8/10/2024
SALE001073,CUST01073,P005,Blender,Home Appliance,3,179.09,0.28,12/9/2024
SALE001074,CUST01074,P004,T-shirt,Apparel,2,170.86,0.16,8/6/2023
SALE001075,CUST01075,P004,T-shirt,Apparel,4,437.48,0.16,4/25/2024
SALE001076,CUST01076,P002,Shoes,Footwear,2,81.44,0.23,5/1/2023
SALE001077,CUST01077,P001,Smartphone,Electronics,2,354.93,0.09,10/11/2023
SALE001078,CUST01078,P001,Smartphone,Electronics,1,127.77,0.14,2/8/2025
SALE001079,CUST01079,P002,Shoes,Footwear,1,205.03,0.29,2/11/2025
SALE001080,CUST01080,P005,Blender,Home Appliance,4,77.69,0.2,1/19/2024
SALE001081,CUST01081,P003,Notebook,Stationery,3,171.49,0.05,9/8/2023
SALE001082,CUST01082,P005,Blender,Home Appliance,1,395.79,0.04,7/26/2024
SALE001083,CUST01083,P001,Smartphone,Electronics,3,448.26,0.06,2/21/2025
SALE001084,CUST01084,P002,Shoes,Footwear,4,149.69,0.23,6/20/2024
SALE001085,CUST01085,P001,Smartphone,Electronics,1,258.6,0.09,12/9/2024
SALE001086,CUST01086,P004,T-shirt,Apparel,3,261.65,0.01,3/7/2024
SALE001087,CUST01087,P004,T-shirt,Apparel,1,443.11,0.28,9/27/2023
SALE001088,CUST01088,P003,Notebook,Stationery,4,393.26,0.05,8/29/2024
SALE001089,CUST01089,P004,T-shirt,Apparel,4,280.88,0,11/26/2024
SALE001090,CUST01090,P005,Blender,Home Appliance,1,351.84,0.07,4/11/2025
SALE001091,CUST01091,P001,Smartphone,Electronics,3,431.31,0.07,7/29/2023
SALE001092,CUST01092,P001,Smartphone,Electronics,2,54.29,0.13,7/26/2024
SALE001093,CUST01093,P001,Smartphone,Electronics,2,231.3,0.28,2/9/2024
SALE001094,CUST01094,P001,Smartphone,Electronics,1,458.26,0.26,1/22/2024
SALE001095,CUST01095,P005,Blender,Home Appliance,3,383.14,0.14,4/30/2024
SALE001096,CUST01096,P001,Smartphone,Electronics,2,294.28,0.12,10/9/2024
SALE001097,CUST01097,P004,T-shirt,Apparel,4,288.34,0.17,7/8/2023
SALE001098,CUST01098,P004,T-shirt,Apparel,3,206.5,0.07,9/4/2023
SALE001099,CUST01099,P003,Notebook,Stationery,2,284.23,0.02,6/1/2023
SALE001100,CUST01100,P002,Shoes,Footwear,3,344.92,0.28,2/29/2024
SALE001101,CUST01101,P002,Shoes,Footwear,1,238.26,0.06,1/24/2024
SALE001102,CUST01102,P003,Notebook,Stationery,3,371.37,0.06,3/6/2024
SALE001103,CUST01103,P003,Notebook,Stationery,2,437.55,0.14,10/14/2023
SALE001104,CUST01104,P005,Blender,Home Appliance,1,119.61,0.15,11/8/2024
SALE001105,CUST01105,P002,Shoes,Footwear,3,253.2,0.01,10/9/2024
SALE001106,CUST01106,P003,Notebook,Stationery,4,233.61,0.04,12/1/2024
SALE001107,CUST01107,P002,Shoes,Footwear,2,359.36,0.11,6/15/2023
SALE001108,CUST01108,P005,Blender,Home Appliance,1,162.44,0.21,9/20/2024
SALE001109,CUST01109,P004,T-shirt,Apparel,3,338.11,0.07,1/9/2025
SALE001110,CUST01110,P001,Smartphone,Electronics,4,444.87,0.13,8/27/2023
SALE001111,CUST01111,P003,Notebook,Stationery,2,238.16,0.17,10/19/2023
SALE001112,CUST01112,P001,Smartphone,Electronics,4,459.96,0.27,11/13/2023
SALE001113,CUST01113,P003,Notebook,Stationery,3,496.92,0.1,2/9/2025
SALE001114,CUST01114,P003,Notebook,Stationery,3,97.74,0.04,5/18/2024
SALE001115,CUST01115,P004,T-shirt,Apparel,1,154.87,0.15,12/20/2023
SALE001116,CUST01116,P003,Notebook,Stationery,4,477.67,0.22,1/21/2025
SALE001117,CUST01117,P004,T-shirt,Apparel,1,481.25,0.03,1/24/2024
SALE001118,CUST01118,P005,Blender,Home Appliance,2,93.97,0.13,5/7/2024
SALE001119,CUST01119,P001,Smartphone,Electronics,1,56.75,0.01,12/8/2024
SALE001120,CUST01120,P001,Smartphone,Electronics,2,122.5,0.01,3/25/2025
SALE001121,CUST01121,P004,T-shirt,Apparel,3,498.21,0.14,2/26/2024
SALE001122,CUST01122,P001,Smartphone,Electronics,3,131,0.09,1/6/2024
