Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Amount,Payment_Mode,Status,Channel,Merchant_ID
TXN001199,CUST01199,8/20/2023,Refund,752.16,Cash,Success,Online,M810
TXN001200,CUST01200,5/9/2024,Purchase,138.79,Credit Card,Success,Online,M346
TXN001201,CUST01201,12/7/2024,Purchase,760.68,Credit Card,Success,Online,M405
TXN001202,CUST01202,10/27/2023,Refund,34.34,UPI,Success,Online,M985
TXN001203,CUST01203,6/23/2024,Purchase,31.9,Cash,Success,Online,M215
TXN001204,CUST01204,5/2/2023,Purchase,330.37,Debit Card,Success,Online,M454
TXN001205,CUST01205,9/29/2024,Purchase,493.76,Debit Card,Success,Online,M315
TXN001206,CUST01206,6/17/2023,Purchase,772.7,UPI,Success,Online,M468
TXN001207,CUST01207,4/23/2023,Purchase,686.46,Debit Card,Success,Online,M707
TXN001208,CUST01208,3/24/2024,Purchase,451.44,Cash,Success,Online,M574
TXN001209,CUST01209,5/23/2023,Purchase,280.89,Debit Card,Success,Online,M577
TXN001210,CUST01210,6/17/2024,Purchase,997.15,Debit Card,Success,In-store,M227
TXN001211,CUST01211,6/1/2023,Purchase,431.92,Credit Card,Success,Online,M152
TXN001212,CUST01212,7/15/2023,Purchase,456.87,UPI,Success,Online,M779
TXN001213,CUST01213,3/1/2024,Purchase,171.99,UPI,Success,Online,M148
TXN001214,CUST01214,11/18/2024,Purchase,796.86,UPI,Success,Online,M212
TXN001215,CUST01215,1/31/2025,Purchase,696.75,Debit Card,Failed,Online,M226
TXN001216,CUST01216,1/27/2025,Purchase,228.56,Cash,Success,Online,M441
TXN001217,CUST01217,12/21/2024,Purchase,91.56,Debit Card,Success,Online,M758
TXN001218,CUST01218,9/16/2024,Purchase,683.69,UPI,Success,In-store,M358
TXN001219,CUST01219,11/7/2023,Purchase,657.97,Debit Card,Success,Online,M573
TXN001220,CUST01220,12/14/2023,Purchase,280.53,Debit Card,Success,In-store,M565
TXN001221,CUST01221,8/20/2024,Purchase,951.35,UPI,Success,In-store,M979
TXN001222,CUST01222,7/9/2023,Purchase,159.55,Debit Card,Success,Online,M334
TXN001223,CUST01223,12/29/2023,Purchase,438.01,UPI,Failed,Online,M884
TXN001224,CUST01224,12/2/2023,Purchase,944.18,Credit Card,Success,In-store,M394
TXN001225,CUST01225,10/28/2023,Purchase,425.53,Debit Card,Success,In-store,M729
TXN001226,CUST01226,1/20/2025,Refund,642.14,Cash,Success,In-store,M369
TXN001227,CUST01227,11/22/2024,Purchase,403.62,Debit Card,Success,In-store,M346
TXN001228,CUST01228,2/26/2025,Purchase,281.47,Debit Card,Success,Online,M779
TXN001229,CUST01229,6/28/2023,Refund,984.14,Credit Card,Success,In-store,M173
TXN001230,CUST01230,12/3/2023,Purchase,415.24,UPI,Success,Online,M938
TXN001231,CUST01231,2/8/2024,Purchase,895.16,Debit Card,Success,In-store,M775
TXN001232,CUST01232,8/13/2023,Purchase,237.66,Cash,Success,In-store,M368
TXN001233,CUST01233,5/24/2024,Purchase,220.97,UPI,Success,Online,M810
TXN001234,CUST01234,10/8/2023,Purchase,40.82,Debit Card,Success,In-store,M649
TXN001235,CUST01235,3/24/2025,Purchase,655.15,Cash,Success,Online,M595
TXN001236,CUST01236,6/23/2024,Purchase,374.84,Cash,Success,Online,M236
TXN001237,CUST01237,9/30/2024,Purchase,865.71,Credit Card,Success,In-store,M277
TXN001238,CUST01238,5/11/2023,Purchase,478.48,Cash,Success,In-store,M460
TXN001239,CUST01239,5/17/2023,Purchase,968.51,UPI,Success,In-store,M474
TXN001240,CUST01240,11/11/2024,Purchase,193.67,Cash,Success,Online,M579
TXN001241,CUST01241,7/22/2024,Purchase,869.94,Cash,Success,Online,M612
TXN001242,CUST01242,7/13/2023,Purchase,778.83,UPI,Success,Online,M444
TXN001243,CUST01243,3/24/2025,Purchase,773.21,Debit Card,Success,In-store,M510
TXN001244,CUST01244,6/2/2024,Purchase,846.34,Credit Card,Success,Online,M360
TXN001245,CUST01245,9/4/2023,Purchase,763.41,Cash,Success,In-store,M206
TXN001246,CUST01246,1/27/2025,Purchase,629.96,Debit Card,Success,Online,M328
TXN001247,CUST01247,12/7/2024,Refund,139.93,Credit Card,Success,In-store,M450
TXN001248,CUST01248,11/10/2023,Purchase,42.2,Debit Card,Success,Online,M376
TXN001249,CUST01249,11/3/2024,Purchase,921.64,Cash,Success,Online,M763
TXN001250,CUST01250,7/30/2024,Purchase,620.48,UPI,Success,In-store,M848
TXN001251,CUST01251,11/13/2024,Purchase,798.57,Cash,Success,Online,M749
TXN001252,CUST01252,11/22/2024,Purchase,486.71,Cash,Success,Online,M599
TXN001253,CUST01253,12/28/2024,Purchase,126.14,UPI,Success,Online,M416
TXN001254,CUST01254,1/11/2025,Purchase,133.93,UPI,Success,Online,M197
TXN001255,CUST01255,9/28/2024,Purchase,688.71,Credit Card,Success,Online,M502
TXN001256,CUST01256,8/3/2023,Refund,436,Debit Card,Success,Online,M646
TXN001257,CUST01257,4/4/2025,Purchase,208.52,UPI,Failed,Online,M436
TXN001258,CUST01258,4/23/2023,Purchase,496.68,Credit Card,Success,Online,M996
TXN001259,CUST01259,4/22/2024,Purchase,73.57,UPI,Success,Online,M764
TXN001260,CUST01260,6/12/2024,Refund,586.15,UPI,Success,In-store,M483
TXN001261,CUST01261,2/17/2024,Purchase,276.3,Debit Card,Success,Online,M578
TXN001262,CUST01262,7/29/2024,Purchase,799.58,Debit Card,Success,Online,M319
TXN001263,CUST01263,5/27/2023,Purchase,317.26,UPI,Success,Online,M734
TXN001264,CUST01264,7/17/2024,Purchase,460.67,Credit Card,Success,Online,M781
TXN001265,CUST01265,1/21/2025,Purchase,21.5,Debit Card,Success,Online,M421
TXN001266,CUST01266,3/8/2025,Purchase,81.72,Credit Card,Failed,Online,M255
TXN001267,CUST01267,11/11/2023,Purchase,398.57,Cash,Success,In-store,M343
TXN001268,CUST01268,2/18/2024,Purchase,485.14,UPI,Success,In-store,M981
TXN001269,CUST01269,2/13/2024,Purchase,604.02,UPI,Success,Online,M248
TXN001270,CUST01270,1/30/2024,Purchase,298.75,UPI,Success,Online,M649
TXN001271,CUST01271,4/20/2023,Purchase,698.03,Cash,Success,Online,M475
TXN001272,CUST01272,11/1/2024,Purchase,861.52,Credit Card,Success,Online,M481
TXN001273,CUST01273,12/25/2024,Purchase,782.05,Cash,Success,Online,M457
TXN001274,CUST01274,7/31/2024,Purchase,49.22,Debit Card,Success,Online,M665
TXN001275,CUST01275,11/23/2023,Purchase,485.7,UPI,Success,In-store,M118
TXN001276,CUST01276,9/16/2024,Purchase,113.88,Credit Card,Success,Online,M954
TXN001277,CUST01277,10/16/2024,Purchase,249.62,Debit Card,Success,Online,M893
TXN001278,CUST01278,9/25/2024,Purchase,986.8,UPI,Failed,In-store,M790
TXN001279,CUST01279,10/11/2024,Purchase,151.07,Credit Card,Success,Online,M867
TXN001280,CUST01280,11/26/2024,Purchase,503.9,Credit Card,Success,In-store,M696
TXN001281,CUST01281,10/24/2023,Refund,621.97,Cash,Success,Online,M904
TXN001282,CUST01282,12/21/2024,Purchase,705.44,UPI,Success,Online,M956
TXN001283,CUST01283,12/1/2024,Purchase,564.05,UPI,Success,Online,M452
TXN001284,CUST01284,12/20/2023,Purchase,19.67,UPI,Success,Online,M597
TXN001285,CUST01285,1/15/2024,Purchase,333.2,Credit Card,Success,Online,M864
TXN001286,CUST01286,9/4/2023,Purchase,522.53,Debit Card,Success,Online,M712
TXN001287,CUST01287,3/24/2024,Purchase,96.99,Debit Card,Success,In-store,M408
TXN001288,CUST01288,3/11/2025,Purchase,357.12,Cash,Success,Online,M952
TXN001289,CUST01289,5/3/2023,Purchase,42.87,Credit Card,Success,Online,M599
TXN001290,CUST01290,6/18/2024,Purchase,87.79,UPI,Success,Online,M470
TXN001291,CUST01291,11/1/2024,Purchase,402.95,Cash,Success,Online,M613
TXN001292,CUST01292,2/17/2024,Purchase,141.39,Cash,Success,Online,M200
TXN001293,CUST01293,9/30/2024,Purchase,571.87,Credit Card,Success,Online,M769
TXN001294,CUST01294,5/10/2024,Purchase,692.57,Debit Card,Success,Online,M518
TXN001295,CUST01295,6/20/2023,Purchase,802.58,Cash,Success,Online,M512
TXN001296,CUST01296,3/25/2025,Purchase,208.15,Debit Card,Success,Online,M145
TXN001297,CUST01297,4/23/2024,Purchase,175.81,Debit Card,Success,Online,M259
TXN001298,CUST01298,4/18/2024,Purchase,113.52,UPI,Success,In-store,M906
TXN001299,CUST01299,12/2/2024,Purchase,640.07,UPI,Success,Online,M643
TXN001300,CUST01300,2/24/2025,Purchase,709.41,Debit Card,Success,Online,M891
TXN001301,CUST01301,7/25/2024,Purchase,41.27,Cash,Success,In-store,M368
TXN001302,CUST01302,3/29/2025,Purchase,936.85,Cash,Success,Online,M743
TXN001303,CUST01303,8/15/2024,Purchase,61.45,Cash,Success,In-store,M755
TXN001304,CUST01304,9/5/2024,Purchase,545.88,Debit Card,Success,Online,M220
TXN001305,CUST01305,5/7/2024,Purchase,711.97,Credit Card,Success,Online,M895
TXN001306,CUST01306,5/9/2024,Purchase,872.26,Credit Card,Success,Online,M298
TXN001307,CUST01307,4/28/2024,Purchase,716.95,Debit Card,Success,In-store,M520
TXN001308,CUST01308,9/13/2023,Purchase,803.71,UPI,Success,In-store,M271
TXN001309,CUST01309,11/5/2023,Purchase,346.06,UPI,Success,Online,M344
TXN001310,CUST01310,10/22/2024,Refund,816.68,Credit Card,Success,Online,M318
TXN001311,CUST01311,5/13/2023,Purchase,89.31,Credit Card,Success,Online,M859
TXN001312,CUST01312,12/10/2024,Purchase,895.87,Debit Card,Success,In-store,M853
TXN001313,CUST01313,10/10/2023,Refund,552.12,Debit Card,Success,In-store,M770
TXN001314,CUST01314,5/5/2024,Purchase,819.12,UPI,Success,Online,M905
TXN001315,CUST01315,8/15/2024,Purchase,457.8,UPI,Success,Online,M753
TXN001316,CUST01316,12/22/2023,Purchase,647.14,Credit Card,Success,Online,M409
TXN001317,CUST01317,8/8/2024,Purchase,531.14,Credit Card,Success,Online,M554
TXN001318,CUST01318,9/10/2023,Purchase,734.27,Cash,Success,Online,M101
TXN001319,CUST01319,1/20/2025,Purchase,90.81,Credit Card,Success,Online,M407
TXN001320,CUST01320,10/21/2023,Purchase,69.75,UPI,Success,Online,M118
TXN001321,CUST01321,2/16/2025,Purchase,254.63,Debit Card,Success,In-store,M576
TXN001322,CUST01322,8/12/2023,Purchase,167.95,Credit Card,Success,Online,M204
TXN001323,CUST01323,11/27/2024,Purchase,873.07,Debit Card,Success,Online,M357
TXN001324,CUST01324,4/26/2024,Purchase,227.02,Debit Card,Success,Online,M510
TXN001325,CUST01325,1/25/2024,Purchase,976.11,Debit Card,Success,Online,M926
TXN001326,CUST01326,10/13/2023,Purchase,343.53,UPI,Success,In-store,M707
TXN001327,CUST01327,7/23/2023,Purchase,190.3,Cash,Success,In-store,M555
TXN001328,CUST01328,12/22/2023,Purchase,791.8,Cash,Success,In-store,M748
TXN001329,CUST01329,8/26/2023,Purchase,662.12,Cash,Success,Online,M833
TXN001330,CUST01330,4/9/2025,Purchase,503.21,UPI,Success,Online,M198
TXN001331,CUST01331,10/9/2024,Purchase,559.81,Credit Card,Success,In-store,M360
TXN001332,CUST01332,10/20/2024,Purchase,722.01,Debit Card,Success,Online,M847
TXN001333,CUST01333,11/13/2023,Purchase,236.17,Credit Card,Success,Online,M604
TXN001334,CUST01334,2/24/2025,Purchase,996.37,Debit Card,Success,Online,M785
TXN001335,CUST01335,4/18/2023,Purchase,975.05,Debit Card,Success,Online,M704
TXN001336,CUST01336,2/26/2024,Purchase,653.82,Debit Card,Success,Online,M600
TXN001337,CUST01337,4/23/2023,Purchase,207.55,UPI,Success,Online,M837
TXN001338,CUST01338,11/18/2024,Purchase,683.43,Credit Card,Success,Online,M928
TXN001339,CUST01339,8/15/2023,Purchase,81.48,Cash,Success,Online,M925
TXN001340,CUST01340,12/18/2024,Purchase,40.35,Debit Card,Success,In-store,M940
TXN001341,CUST01341,4/29/2023,Purchase,265.11,Debit Card,Success,Online,M810
TXN001342,CUST01342,1/7/2025,Purchase,468,Debit Card,Success,In-store,M351
TXN001343,CUST01343,6/19/2024,Purchase,869.59,Cash,Success,In-store,M397
TXN001344,CUST01344,6/21/2023,Purchase,729.9,Cash,Success,Online,M227
TXN001345,CUST01345,5/5/2024,Purchase,745.28,Credit Card,Success,Online,M669
TXN001346,CUST01346,3/29/2025,Purchase,431.24,Debit Card,Success,Online,M457
TXN001347,CUST01347,11/29/2024,Purchase,352.48,Debit Card,Success,Online,M830
TXN001348,CUST01348,10/2/2023,Purchase,377.33,Cash,Success,In-store,M427
TXN001349,CUST01349,12/27/2024,Purchase,987.77,Credit Card,Success,Online,M685
TXN001350,CUST01350,11/23/2023,Purchase,49.71,Credit Card,Success,Online,M448
TXN001351,CUST01351,8/28/2024,Purchase,868.36,Debit Card,Success,In-store,M142
TXN001352,CUST01352,10/10/2024,Purchase,582.89,Cash,Success,Online,M630
TXN001353,CUST01353,2/12/2024,Refund,444.23,Debit Card,Success,Online,M829
TXN001354,CUST01354,4/13/2025,Purchase,728.01,Cash,Success,In-store,M321
TXN001355,CUST01355,5/31/2023,Purchase,491.8,Cash,Success,Online,M611
TXN001356,CUST01356,4/13/2025,Purchase,874.69,UPI,Success,Online,M390
TXN001357,CUST01357,3/11/2024,Purchase,901.69,Debit Card,Success,Online,M481
TXN001358,CUST01358,9/30/2023,Purchase,427.5,Cash,Success,Online,M831
TXN001359,CUST01359,10/20/2024,Purchase,284.06,Credit Card,Success,Online,M884
TXN001360,CUST01360,1/29/2024,Refund,596.43,Debit Card,Success,Online,M512
TXN001361,CUST01361,11/5/2023,Purchase,913.24,Credit Card,Success,Online,M137
TXN001362,CUST01362,9/2/2023,Purchase,218.56,UPI,Success,Online,M225
TXN001363,CUST01363,10/5/2023,Purchase,626.74,Debit Card,Success,Online,M572
TXN001364,CUST01364,2/16/2024,Purchase,635.24,Debit Card,Success,Online,M126
TXN001365,CUST01365,5/28/2023,Refund,735.78,UPI,Success,Online,M295
TXN001366,CUST01366,8/23/2024,Purchase,140.25,Debit Card,Success,Online,M723
TXN001367,CUST01367,4/28/2023,Purchase,718.67,Credit Card,Success,Online,M944
TXN001368,CUST01368,12/27/2023,Purchase,909.94,Cash,Success,Online,M497
TXN001369,CUST01369,1/24/2024,Purchase,187.89,Credit Card,Success,Online,M203
TXN001370,CUST01370,8/9/2023,Refund,245.17,UPI,Success,Online,M119
TXN001371,CUST01371,11/6/2023,Purchase,971.68,Credit Card,Success,Online,M179
TXN001372,CUST01372,7/10/2024,Purchase,189.17,UPI,Success,Online,M571
TXN001373,CUST01373,10/8/2024,Refund,855.84,Debit Card,Success,Online,M456
TXN001374,CUST01374,4/11/2024,Refund,497.36,Debit Card,Success,Online,M730
TXN001375,CUST01375,12/8/2024,Purchase,254.76,Credit Card,Success,Online,M794
TXN001376,CUST01376,1/24/2024,Purchase,872.04,Debit Card,Success,Online,M131
TXN001377,CUST01377,5/12/2023,Purchase,450.85,UPI,Success,Online,M774
TXN001378,CUST01378,5/1/2024,Purchase,519.67,UPI,Success,In-store,M966
TXN001379,CUST01379,2/4/2025,Purchase,365.64,Cash,Failed,In-store,M140
TXN001380,CUST01380,2/2/2024,Purchase,597.02,Debit Card,Success,In-store,M876
TXN001381,CUST01381,7/18/2023,Purchase,171.89,Debit Card,Success,Online,M207
TXN001382,CUST01382,6/13/2023,Purchase,397.17,UPI,Success,Online,M548
TXN001383,CUST01383,8/28/2023,Purchase,969.72,UPI,Success,In-store,M867
TXN001384,CUST01384,9/7/2024,Purchase,265.55,UPI,Success,Online,M136
TXN001385,CUST01385,10/4/2023,Purchase,660.17,UPI,Success,In-store,M492
TXN001386,CUST01386,4/18/2024,Purchase,331.94,UPI,Success,Online,M571
TXN001387,CUST01387,2/27/2025,Purchase,775.74,Cash,Success,Online,M686
TXN001388,CUST01388,2/14/2024,Refund,139.56,Credit Card,Success,In-store,M909
TXN001389,CUST01389,1/27/2025,Purchase,970.12,Credit Card,Success,Online,M761
TXN001390,CUST01390,2/7/2025,Purchase,459.25,Cash,Success,In-store,M376
TXN001391,CUST01391,5/1/2024,Purchase,243.69,Debit Card,Success,Online,M688
TXN001392,CUST01392,6/27/2024,Purchase,82.76,Credit Card,Success,Online,M134
TXN001393,CUST01393,2/11/2024,Purchase,178.06,Debit Card,Success,Online,M600
TXN001394,CUST01394,7/16/2024,Refund,524.58,Credit Card,Failed,Online,M656
TXN001395,CUST01395,1/5/2024,Purchase,343.63,Cash,Success,Online,M542
TXN001396,CUST01396,7/24/2024,Purchase,830.59,Cash,Failed,In-store,M817
TXN001397,CUST01397,3/1/2025,Purchase,436.58,Cash,Success,In-store,M711
TXN001398,CUST01398,2/29/2024,Refund,256.23,UPI,Success,In-store,M282
TXN001399,CUST01399,2/5/2025,Purchase,620.97,UPI,Success,Online,M641
TXN001400,CUST01400,3/31/2025,Refund,709.71,Credit Card,Success,Online,M420
TXN001401,CUST01401,10/12/2023,Purchase,175.37,Cash,Success,Online,M421
TXN001402,CUST01402,4/10/2025,Purchase,175.94,Credit Card,Failed,In-store,M796
TXN001403,CUST01403,1/8/2025,Purchase,46.3,Debit Card,Success,Online,M200
TXN001404,CUST01404,2/11/2025,Purchase,739.04,Cash,Success,Online,M507
TXN001405,CUST01405,7/20/2024,Refund,667.17,Cash,Success,Online,M820
TXN001406,CUST01406,10/9/2024,Purchase,479.88,Cash,Success,Online,M259
TXN001407,CUST01407,4/4/2024,Purchase,845.73,Credit Card,Success,Online,M212
TXN001408,CUST01408,6/10/2023,Purchase,807.61,Cash,Failed,Online,M867
TXN001409,CUST01409,4/11/2025,Refund,589.5,Debit Card,Success,Online,M917
TXN001410,CUST01410,12/16/2023,Purchase,869.59,Credit Card,Success,Online,M473
TXN001411,CUST01411,12/18/2024,Purchase,213.78,Cash,Success,Online,M692
TXN001412,CUST01412,7/15/2024,Purchase,120.8,Cash,Success,Online,M929
TXN001413,CUST01413,2/6/2025,Purchase,277.05,Credit Card,Success,Online,M899
TXN001414,CUST01414,6/28/2024,Purchase,66.52,Credit Card,Success,Online,M342
TXN001415,CUST01415,1/18/2024,Refund,535.86,UPI,Success,Online,M780
TXN001416,CUST01416,6/17/2024,Purchase,937.24,Credit Card,Success,In-store,M662
TXN001417,CUST01417,6/9/2023,Purchase,48.95,UPI,Success,Online,M889
TXN001418,CUST01418,3/13/2024,Purchase,130.89,Cash,Success,Online,M910
TXN001419,CUST01419,12/31/2023,Purchase,457.68,Credit Card,Failed,In-store,M699
TXN001420,CUST01420,8/25/2023,Purchase,934.54,Credit Card,Success,Online,M534
TXN001421,CUST01421,9/25/2024,Purchase,322.99,Cash,Success,Online,M555
TXN001422,CUST01422,1/15/2024,Refund,512.16,Cash,Success,Online,M511
TXN001423,CUST01423,3/20/2025,Purchase,51.16,Debit Card,Success,Online,M793
TXN001424,CUST01424,5/1/2024,Refund,156.86,Cash,Success,Online,M355
TXN001425,CUST01425,2/12/2024,Purchase,986.76,UPI,Success,Online,M461
TXN001426,CUST01426,4/20/2024,Purchase,965.47,Debit Card,Success,Online,M302
TXN001427,CUST01427,5/28/2023,Purchase,14.89,Cash,Success,Online,M909
TXN001428,CUST01428,11/30/2023,Purchase,952.29,Credit Card,Success,Online,M538
TXN001429,CUST01429,7/27/2023,Purchase,642.73,Credit Card,Success,Online,M598
TXN001430,CUST01430,5/16/2023,Purchase,869.24,Credit Card,Success,In-store,M345
TXN001431,CUST01431,11/22/2023,Refund,460.19,Credit Card,Success,Online,M476
TXN001432,CUST01432,2/9/2024,Purchase,520.44,Cash,Success,Online,M789
TXN001433,CUST01433,10/28/2024,Purchase,493.96,Credit Card,Success,Online,M914
TXN001434,CUST01434,5/28/2024,Purchase,670.2,Debit Card,Success,In-store,M464
TXN001435,CUST01435,12/21/2023,Purchase,148.25,Cash,Success,Online,M820
TXN001436,CUST01436,2/21/2024,Purchase,39.67,Cash,Success,Online,M639
TXN001437,CUST01437,10/10/2024,Purchase,314.85,UPI,Success,In-store,M708
TXN001438,CUST01438,4/25/2023,Purchase,707.63,Credit Card,Success,Online,M517
TXN001439,CUST01439,12/12/2024,Refund,209.83,UPI,Failed,Online,M146
TXN001440,CUST01440,1/28/2024,Purchase,676.7,UPI,Success,In-store,M600
TXN001441,CUST01441,10/19/2024,Purchase,970.21,Credit Card,Success,In-store,M159
TXN001442,CUST01442,11/13/2024,Purchase,102.96,UPI,Success,Online,M565
TXN001443,CUST01443,11/10/2024,Purchase,675.88,Cash,Success,In-store,M231
TXN001444,CUST01444,8/22/2023,Purchase,449.31,Debit Card,Success,In-store,M236
TXN001445,CUST01445,8/8/2023,Purchase,869.46,Credit Card,Success,In-store,M646
TXN001446,CUST01446,1/2/2024,Purchase,185.38,UPI,Success,In-store,M651
TXN001447,CUST01447,11/17/2023,Purchase,695.7,Cash,Success,Online,M319
TXN001448,CUST01448,5/28/2023,Purchase,839.73,Debit Card,Success,Online,M376
TXN001449,CUST01449,12/11/2024,Purchase,945.17,Credit Card,Success,Online,M897
TXN001450,CUST01450,7/19/2023,Purchase,686.42,Cash,Success,Online,M187
TXN001451,CUST01451,3/5/2024,Purchase,502.2,Cash,Success,Online,M318
TXN001452,CUST01452,3/26/2024,Purchase,621.67,UPI,Failed,Online,M336
TXN001453,CUST01453,9/29/2023,Purchase,870.22,Debit Card,Success,Online,M920
TXN001454,CUST01454,10/28/2024,Purchase,574.9,UPI,Success,In-store,M453
TXN001455,CUST01455,11/14/2023,Purchase,40.08,Credit Card,Success,Online,M939
TXN001456,CUST01456,11/17/2023,Purchase,931.64,Debit Card,Success,In-store,M209
TXN001457,CUST01457,7/2/2023,Purchase,692.63,Cash,Success,In-store,M871
TXN001458,CUST01458,4/27/2024,Purchase,679.75,Debit Card,Success,Online,M298
TXN001459,CUST01459,5/3/2023,Purchase,223.52,Debit Card,Success,Online,M726
TXN001460,CUST01460,1/29/2024,Purchase,662.3,UPI,Success,Online,M107
TXN001461,CUST01461,7/25/2023,Purchase,399.93,UPI,Success,Online,M176
TXN001462,CUST01462,9/4/2023,Purchase,654.72,Debit Card,Success,Online,M378
TXN001463,CUST01463,7/24/2024,Purchase,115.53,Debit Card,Success,Online,M294
TXN001464,CUST01464,7/26/2023,Purchase,661.27,UPI,Success,In-store,M148
TXN001465,CUST01465,9/10/2023,Purchase,999.42,Debit Card,Success,Online,M718
TXN001466,CUST01466,4/1/2025,Refund,57.73,Credit Card,Success,Online,M579
TXN001467,CUST01467,3/3/2024,Purchase,977.4,Credit Card,Success,Online,M977
TXN001468,CUST01468,6/16/2023,Purchase,412.84,Debit Card,Success,In-store,M417
TXN001469,CUST01469,11/1/2023,Purchase,872.05,Debit Card,Success,Online,M268
TXN001470,CUST01470,1/4/2024,Purchase,784.56,UPI,Success,Online,M604
TXN001471,CUST01471,12/14/2024,Purchase,571.35,Debit Card,Failed,Online,M750
TXN001472,CUST01472,10/21/2024,Purchase,741.06,Cash,Success,Online,M417
TXN001473,CUST01473,4/2/2024,Purchase,879.73,Cash,Success,Online,M729
TXN001474,CUST01474,11/15/2023,Purchase,410.1,Credit Card,Success,Online,M332
TXN001475,CUST01475,4/2/2024,Purchase,333.76,UPI,Success,Online,M542
TXN001476,CUST01476,11/10/2024,Purchase,670.92,UPI,Success,In-store,M514
TXN001477,CUST01477,10/7/2023,Purchase,809.77,Credit Card,Success,Online,M971
TXN001478,CUST01478,6/22/2023,Purchase,764.66,Cash,Success,Online,M788
TXN001479,CUST01479,6/30/2023,Purchase,799.84,Debit Card,Success,Online,M330
TXN001480,CUST01480,6/8/2023,Purchase,441.23,Cash,Success,Online,M421
TXN001481,CUST01481,9/27/2023,Purchase,819.66,Credit Card,Success,Online,M591
TXN001482,CUST01482,9/1/2023,Purchase,129.01,Debit Card,Success,In-store,M829
TXN001483,CUST01483,11/9/2024,Refund,549.04,Cash,Success,Online,M890
TXN001484,CUST01484,8/14/2024,Purchase,15.7,Cash,Success,Online,M844
TXN001485,CUST01485,8/4/2024,Purchase,331.34,Credit Card,Success,Online,M681
TXN001486,CUST01486,1/8/2024,Refund,372.8,Credit Card,Success,In-store,M523
TXN001487,CUST01487,4/1/2024,Refund,402.21,UPI,Success,Online,M552
TXN001488,CUST01488,9/30/2023,Purchase,698.51,UPI,Success,Online,M887
TXN001489,CUST01489,8/26/2024,Purchase,394.67,UPI,Success,Online,M939
TXN001490,CUST01490,3/21/2025,Refund,454.21,Cash,Success,Online,M164
TXN001491,CUST01491,6/9/2024,Refund,245.17,Credit Card,Success,Online,M811
TXN001492,CUST01492,5/24/2023,Purchase,379.52,UPI,Success,In-store,M374
TXN001493,CUST01493,2/19/2024,Purchase,235,UPI,Success,Online,M632
TXN001494,CUST01494,3/20/2024,Purchase,82.46,Cash,Success,Online,M122
TXN001495,CUST01495,11/25/2024,Purchase,607.41,UPI,Success,In-store,M300
TXN001496,CUST01496,12/30/2024,Purchase,671.53,UPI,Success,In-store,M820
TXN001497,CUST01497,7/12/2023,Purchase,623.3,Debit Card,Success,In-store,M886
TXN001498,CUST01498,3/13/2024,Purchase,468.86,UPI,Success,Online,M974
TXN001499,CUST01499,3/12/2024,Purchase,385.99,Debit Card,Success,Online,M783
TXN001500,CUST01500,1/27/2025,Refund,864.7,UPI,Success,In-store,M111
TXN001501,CUST01501,3/9/2024,Purchase,523.89,Debit Card,Success,Online,M780
TXN001502,CUST01502,2/29/2024,Purchase,484.39,Credit Card,Success,Online,M152
TXN001503,CUST01503,6/26/2023,Purchase,35.39,Debit Card,Success,In-store,M567
TXN001504,CUST01504,3/28/2024,Refund,347.84,Debit Card,Success,In-store,M789
TXN001505,CUST01505,1/19/2024,Purchase,386.39,Cash,Success,Online,M838
TXN001506,CUST01506,4/28/2024,Purchase,404.83,Debit Card,Success,Online,M333
TXN001507,CUST01507,1/28/2024,Purchase,584.37,Debit Card,Success,Online,M923
TXN001508,CUST01508,12/13/2023,Purchase,538.27,Debit Card,Success,In-store,M472
TXN001509,CUST01509,7/2/2024,Purchase,611.83,Debit Card,Success,Online,M892
TXN001510,CUST01510,9/9/2024,Purchase,767.23,UPI,Success,In-store,M743
TXN001511,CUST01511,5/30/2024,Purchase,814.86,Debit Card,Success,Online,M547
TXN001512,CUST01512,2/22/2025,Purchase,720.94,UPI,Success,Online,M963
TXN001513,CUST01513,5/4/2024,Purchase,955.97,Debit Card,Success,Online,M473
TXN001514,CUST01514,9/18/2024,Purchase,28.05,UPI,Success,In-store,M674
TXN001515,CUST01515,11/24/2024,Purchase,203.82,UPI,Success,In-store,M933
TXN001516,CUST01516,4/18/2024,Purchase,17.49,UPI,Success,Online,M257
TXN001517,CUST01517,11/26/2023,Refund,651,Credit Card,Success,In-store,M499
TXN001518,CUST01518,9/6/2024,Purchase,899.05,Cash,Success,Online,M944
TXN001519,CUST01519,12/16/2024,Purchase,251.05,Credit Card,Success,Online,M125
TXN001520,CUST01520,9/13/2024,Purchase,927.76,Cash,Success,Online,M625
TXN001521,CUST01521,7/16/2024,Purchase,69.66,Debit Card,Success,Online,M278
TXN001522,CUST01522,6/2/2024,Purchase,935.09,Debit Card,Success,Online,M970
TXN001523,CUST01523,3/25/2025,Purchase,358.11,Debit Card,Success,Online,M450
TXN001524,CUST01524,1/7/2024,Purchase,110.41,UPI,Success,Online,M285
TXN001525,CUST01525,2/1/2024,Purchase,491.01,Debit Card,Success,Online,M785
TXN001526,CUST01526,5/1/2024,Refund,264.21,Cash,Success,Online,M525
TXN001527,CUST01527,5/13/2023,Purchase,292.02,Credit Card,Success,Online,M342
TXN001528,CUST01528,9/4/2024,Purchase,314.22,Credit Card,Failed,Online,M846
